Sub-District Name,Village Code,Village Name English,Village Name Local,Village Status
Nilanga,560814,Selu,शेलू,Inhabitant
Nilanga,560858,Ajaniवाडी,अजनीवाडी,Inhabitant
Nilanga,560859,Ambanagar,अंबानगर,Inhabitant
Nilanga,560860,Ambulga m,अंबुळगा मै,Inhabitant
Nilanga,560861,Ambulga v,अंबुळगा वे,Inhabitant
Nilanga,560862,Anandwadi,आनंदवाडी,Inhabitant
Nilanga,560863,Anansvadi,आनंदवाडी,Inhabitant
Nilanga,560864,Anantwadi,अनंतवाडी,Inhabitant
Nilanga,560865,Armalwadi,आरमाळवाडी,Inhabitant
Nilanga,560866,Aurad m,औराद मै,Inhabitant
Nilanga,560867,Aurad sh,औराद शहाजानी,Inhabitant
Nilanga,560868,Badur,बामणी,Inhabitant
Nilanga,560869,Bakalgaon,बकळगाव,Inhabitant
Nilanga,560870,Bamani,बामणी,Inhabitant
Nilanga,560871,Bhangarवाडी,भांगरवाडी,Inhabitant
Nilanga,560872,Bholewadi,भोलेवाडी,Inhabitant
Nilanga,560873,Bocharga,बोचरगा,Inhabitant
Nilanga,560874,Bori,बोरी,Inhabitant
Nilanga,560875,Borgaon b,बोरगाव बु.,Inhabitant
Nilanga,560876,Borgaon kh,बोरगाव खु.,Inhabitant
Nilanga,560877,Bormalwadi,बोरमाळवाडी,Inhabitant
Nilanga,560878,Botkul,बोटकुळ,Inhabitant
Nilanga,560879,Chalkha,चाळका,Inhabitant
Nilanga,560880,Chandraवाडी,चंद्रवाडी,Inhabitant
Nilanga,560881,Chikli,चिखली,Inhabitant
Nilanga,560882,Chincholi v,चिंचोली वे,Inhabitant
Nilanga,560883,Chincholi b,चिंचोली बु.,Inhabitant
Nilanga,560884,Daddawadi,दाद्द्वाडी,Inhabitant
Nilanga,560885,Dandegaon,दांडेगाव,Inhabitant
Nilanga,560886,Dapka,दापका,Inhabitant
Nilanga,560887,Deoni tal,देवणी ता.,Inhabitant
Nilanga,560888,Deonagar,देवनगर,Inhabitant
Nilanga,560889,Dhalgavan,धालगव्हाण,Inhabitant
Nilanga,560890,Dhanegaon,धनेगाव,Inhabitant
Nilanga,560891,Dighol b,दिघोळ बु.,Inhabitant
Nilanga,560892,Dighol kh,दिघोळ खु.,Inhabitant
Nilanga,560893,Dongargaon,डोंगरगाव,Inhabitant
Nilanga,560894,Dongargaon v,डोंगरगाव वे,Inhabitant
Nilanga,560895,Fattepur,फत्तेपूर,Inhabitant
Nilanga,560896,Gadhvada,गाढवडा,Inhabitant
Nilanga,560897,Gaur,गौंडगाव,Inhabitant
Nilanga,560898,Gaurwadi,गौंडवाडी,Inhabitant
Nilanga,560899,Gharani,घरणी,Inhabitant
Nilanga,560900,Gondri,गोंद्री,Inhabitant
Nilanga,560901,Gorobaवाडी,गोरोबावाडी,Inhabitant
Nilanga,560902,Gubal,गुबाळ,Inhabitant
Nilanga,560903,Hadga,हादगा,Inhabitant
Nilanga,560904,Hajapur,हाजापूर,Inhabitant
Nilanga,560905,Hale,हाळे,Inhabitant
Nilanga,560906,Hanamantwadi,हनमंतवाडी,Inhabitant
Nilanga,560907,Harijvalga,हरी जवळगा,Inhabitant
Nilanga,560908,Hasanwadi,हसनवाडी,Inhabitant
Nilanga,560909,Hasori b,हासोरी बु.,Inhabitant
Nilanga,560910,Hasori kh,हासोरी खु.,Inhabitant
Nilanga,560911,Hedgashindala,हेदगाशिंदाळा,Inhabitant
Nilanga,560912,Hipperga b,हिप्परगा बु.,Inhabitant
Nilanga,560913,Hipperga s,हिप्परगा श.,Inhabitant
Nilanga,560914,Hosoor,होसूर,Inhabitant
Nilanga,560915,Huljanti,हुळजंती,Inhabitant
Nilanga,560916,Jalkot v,जळकोट वे,Inhabitant
Nilanga,560917,Jamga,जामगा,Inhabitant
Nilanga,560918,Jawali,जवळी,Inhabitant
Nilanga,560919,Jaurवाडी,जौरवाडी,Inhabitant
Nilanga,560920,Kaddavadi,काडदावाडी,Inhabitant
Nilanga,560921,Kadeer nav,कादीर नबा,Inhabitant
Nilanga,560922,Kajala,काजळा,Inhabitant
Nilanga,560923,Kalgaon,काळगाव,Inhabitant
Nilanga,560924,Kallamwadi,कळंबवाडी,Inhabitant
Nilanga,560925,Kamalwadi,कमळवाडी,Inhabitant
Nilanga,560926,Kamroon thot,कमरूनथोट,Inhabitant
Nilanga,560927,Kanthi,कांठी,Inhabitant
Nilanga,560928,Karanja,करंजा,Inhabitant
Nilanga,560929,Kasarkheda,कासारखेडा,Inhabitant
Nilanga,560930,Kasarmalkondji,कासारमळकोंडजी,Inhabitant
Nilanga,560931,Kasarsirsal,कासारशिरसाळ,Inhabitant
Nilanga,560932,Kategaon,काटेगाव,Inhabitant
Nilanga,560933,Kedarwadi,केदारवाडी,Inhabitant
Nilanga,560934,Khed,खेड,Inhabitant
Nilanga,560935,Kolnoor,कोळनूर,Inhabitant
Nilanga,560936,Kondjiwadi,कोंडजीवाडी,Inhabitant
Nilanga,560937,Koraali,कोराळी,Inhabitant
Nilanga,560938,Korenav,कोरेनावा,Inhabitant
Nilanga,560939,Korali tal,कोराळी ता.,Inhabitant
Nilanga,560940,Lamjana,लामजना,Inhabitant
Nilanga,560941,Lingadhall,लिंगाधळ,Inhabitant
Nilanga,560942,Madanwadi,मदनवाडी,Inhabitant
Nilanga,560943,Madansuri,मदनसुरी,Inhabitant
Nilanga,560944,Mahanandpur,महानंदपूर,Inhabitant
Nilanga,560945,Maharwadi,महारवाडी,Inhabitant
Nilanga,560946,Malegaon b,मालेगाव बु.,Inhabitant
Nilanga,560947,Malegaon kh,मालेगाव खु.,Inhabitant
Nilanga,560948,Malkondji,मळकोंडजी,Inhabitant
Nilanga,560949,Maneवाडी,मानेवाडी,Inhabitant
Nilanga,560950,Mangrul,मांगरूळ,Inhabitant
Nilanga,560951,Manyali,मान्याळी,Inhabitant
Nilanga,560952,Masalga,मसलगा,Inhabitant
Nilanga,560953,Matola,मातोळा,Inhabitant
Nilanga,560954,Mhasalwadi,म्हासाळवाडी,Inhabitant
Nilanga,560955,Mirgavan,मिरगव्हान,Inhabitant
Nilanga,560956,Mogadpur,मोगदपूर,Inhabitant
Nilanga,560957,Mudgad,मुदगड,Inhabitant
Nilanga,560958,Mugi,मुगी,Inhabitant
Nilanga,560959,Mulkhed,मुळखेड,Inhabitant
Nilanga,560960,Nandurga,नांदुर्गा,Inhabitant
Nilanga,560961,Nanjari,नांजरी,Inhabitant
Nilanga,560962,Narwatwadi,नरवटवाडी,Inhabitant
Nilanga,944220,Nilanga,निलंगा,Inhabitant
Nilanga,560963,Nimbalkarवाडी,निंबाळकरवाडी,Inhabitant
Nilanga,560964,Nitin nav,नितीन नवा,Inhabitant
Nilanga,560965,Omerga,उमरगा,Inhabitant
Nilanga,560966,Pachchinchi,पाचचिंची,Inhabitant
Nilanga,560967,Palasgavan,पळसगव्हान,Inhabitant
Nilanga,560968,Panchgavan,पाचगव्हान,Inhabitant
Nilanga,560969,Pardhewadi,पारधेवाडी,Inhabitant
Nilanga,560970,Paritwadi,पारीतवाडी,Inhabitant
Nilanga,560971,Pimpalga c,पिंपळगाव चा.,Inhabitant
Nilanga,560972,Pirgavan,पिरगव्हान,Inhabitant
Nilanga,560973,Rajanwadi,राजनवाडी,Inhabitant
Nilanga,560974,Ramegaon,रामेगाव,Inhabitant
Nilanga,560975,Ramwadi,रामवाडी,Inhabitant
Nilanga,560976,Ratnapur,रत्नापूर,Inhabitant
Nilanga,560977,Riddiwadi,रिद्धीवाडी,Inhabitant
Nilanga,560978,Rui,रुई,Inhabitant
Nilanga,560979,Sakol,साकोळ,Inhabitant
Nilanga,560980,Sangvi m,सांगवी मै,Inhabitant
Nilanga,560981,Sarola,सारोळा,Inhabitant
Nilanga,560982,Savalasur,सावळसूर,Inhabitant
Nilanga,560983,Sawargaon,सावरगाव,Inhabitant
Nilanga,560984,Sayyadpur,सय्यदपूर,Inhabitant
Nilanga,560985,Shahapur,शहापूर,Inhabitant
Nilanga,560986,Shandol,शेंदोळ,Inhabitant
Nilanga,560987,Shengav,शेणगाव,Inhabitant
Nilanga,560988,Shindala v,शिंदाळा वे,Inhabitant
Nilanga,560989,Shindala kh,शिंदाळा खु.,Inhabitant
Nilanga,560990,Shindal m,शिंदाळा मै,Inhabitant
Nilanga,560991,Shiradhon,शिराढोण,Inhabitant
Nilanga,560992,Shirnal,शिरनाळ,Inhabitant
Nilanga,560993,Shivneri,शिवनेरी,Inhabitant
Nilanga,560994,Shivpur,शिवपूर,Inhabitant
Nilanga,560995,Sindikhadki,सिंदीखडकी,Inhabitant
Nilanga,560996,Singoli,सिंगोळी,Inhabitant
Nilanga,560997,Sirsal,शिरसाळ,Inhabitant
Nilanga,560998,Sombudeवाडी,सोमबुडेवाडी,Inhabitant
Nilanga,560999,Sonkhed,सोनखेड,Inhabitant
Nilanga,561000,Sonaवाडी,सोनावाडी,Inhabitant
Nilanga,561001,Sultanpur,सुल्तानपूर,Inhabitant
Nilanga,561002,Tagarkheda,टॅगळखेडा,Inhabitant
Nilanga,561003,Talvegad,ताळवेगड,Inhabitant
Nilanga,561004,Tambala,तांबळा,Inhabitant
Nilanga,561005,Tandulja,तांदुळजा,Inhabitant
Nilanga,561006,Tandulwadi,तांदुळवाडी,Inhabitant
Nilanga,561007,Teerth,तीर्थ,Inhabitant
Nilanga,561008,Tulshiram,तुळशीराम,Inhabitant
Nilanga,561009,Tungi b,तुंगी बु.,Inhabitant
Nilanga,561010,Uajni,उजनी,Inhabitant
Nilanga,561011,Umarga v,उमरगा वे,Inhabitant
Nilanga,561012,Usturi,उस्तुरी,Inhabitant
Nilanga,561013,Vaddawadi,वड्डावाडी,Inhabitant
Nilanga,561014,Valandi,वढवणी,Inhabitant
Nilanga,561015,Valkhed,वळखेड,Inhabitant
Nilanga,561016,Viajyanagar,विजयनगर,Inhabitant
Nilanga,561017,Vithalwadi,विठ्ठलवाडी,Inhabitant
Nilanga,561018,Wadhona,वाढोणा,Inhabitant
Nilanga,561019,Waghnnal,वाघनाळ,Inhabitant
Nilanga,561020,Wagholi,वाघोली,Inhabitant
Nilanga,561021,Waki,वाकी,Inhabitant
Nilanga,561022,Walndi wadi,वाळंदीवाडी,Inhabitant
Nilanga,561023,Yakatpur,याकतपूर,Inhabitant
Nilanga,561024,Zaavari,झावरी,Inhabitant
Nilanga,561025,Zari m,झरी मै,Inhabitant
Renapur,560841,Takali,टाकळी,Inhabitant
Renapur,561026,Agra,आग्रा,Inhabitant
Renapur,561027,Anandwadi,आनंदवाडी,Inhabitant
Renapur,561028,Anandwadi b,आनंदवाडी बु,Inhabitant
Renapur,561029,Anjansoda,अंजनसोंडा,Inhabitant
Renapur,561030,Arawali,अरवळी,Inhabitant
Renapur,561031,Ashta,आष्टा,Inhabitant
Renapur,561032,Babhalgaon,बाभळगाव,Inhabitant
Renapur,561033,Balkhed,बाळखेड,Inhabitant
Renapur,561034,Bamhni,बाम्हणी,Inhabitant
Renapur,561035,Bhadgaon,भादगाव,Inhabitant
Renapur,561036,Bhatangali,भातांगली,Inhabitant
Renapur,561037,Bitgaon,बीटगाव,Inhabitant
Renapur,561038,Bori,बोरी,Inhabitant
Renapur,561039,Borgaon k,बोरगाव का.,Inhabitant
Renapur,561040,Bormalwadi,बोरमाळवाडी,Inhabitant
Renapur,561041,Budhoda,बुधोडा,Inhabitant
Renapur,561042,Chalkha,चाळका,Inhabitant
Renapur,561043,Chikhalthana,चिखलठाणा,Inhabitant
Renapur,561044,Chincholi,चिंचोली,Inhabitant
Renapur,561045,Dakov,डाकोव,Inhabitant
Renapur,561046,Darjiwadi,दर्जीवाडी,Inhabitant
Renapur,561047,Dhaka,ढाका,Inhabitant
Renapur,561048,Dhanegaon,धनेगाव,Inhabitant
Renapur,561049,Dhoki,ढोकी,Inhabitant
Renapur,561050,Digol b.,दिघोळ बु.,Inhabitant
Renapur,561051,Digol kh.,दिघोळ खु.,Inhabitant
Renapur,561052,Dongargaon,डोंगरगाव,Inhabitant
Renapur,561053,Fattepur,फत्तेपूर,Inhabitant
Renapur,561054,Gadhada,गाढवडा,Inhabitant
Renapur,561055,Gatwadi,गटवाडी,Inhabitant
Renapur,561056,Gavan,गव्हाण,Inhabitant
Renapur,561057,Ghanegaon,घाणेगाव,Inhabitant
Renapur,561058,Gharani,घरणी,Inhabitant
Renapur,561059,Gondri,गोंद्री,Inhabitant
Renapur,561060,Goregaon,गोरेगाव,Inhabitant
Renapur,561061,Hanmantwadi,हनमंतवाडी,Inhabitant
Renapur,561062,Harwadi,हारवाडी,Inhabitant
Renapur,561063,Hipperga,हिप्परगा,Inhabitant
Renapur,561064,Indrathana,इंद्रठाणा,Inhabitant
Renapur,561065,Ithe,इथे,Inhabitant
Renapur,561066,Jailas,जयलास,Inhabitant
Renapur,561067,Jamga,जामगा,Inhabitant
Renapur,561068,Kalamwadi,कळंबवाडी,Inhabitant
Renapur,561069,Kamalwadi,कमळवाडी,Inhabitant
Renapur,561070,Kandgavan,कंदगव्हान,Inhabitant
Renapur,561071,Karanja,करंजा,Inhabitant
Renapur,561072,Karkatta,करकट्टा,Inhabitant
Renapur,561073,Kasarjawga,कासारजवळगा,Inhabitant
Renapur,561074,Katarwadi,कातारवाडी,Inhabitant
Renapur,561075,Kava,कावा,Inhabitant
Renapur,561076,Khamgaon,खामगाव,Inhabitant
Renapur,561077,Kombali,कोंबळी,Inhabitant
Renapur,561078,Lakhamapur,लखमापूर,Inhabitant
Renapur,561079,Motiwadi,मोतीवाडी,Inhabitant
Renapur,561080,Malkapur,मल्कापूर,Inhabitant
Renapur,561081,Maneवाडी,मानेवाडी,Inhabitant
Renapur,561082,Mangrul,मांगरूळ,Inhabitant
Renapur,561083,Mardi,मर्दी,Inhabitant
Renapur,561084,Mhasnal,म्हासनाळ,Inhabitant
Renapur,561085,Morewadi,मोरेवाडी,Inhabitant
Renapur,561086,Motegaon,मोटेगाव,Inhabitant
Renapur,561087,Murud akoli,मुरुड अकोली,Inhabitant
Renapur,561088,Muslaj,मुसळाज,Inhabitant
Renapur,561089,Nagझरी,नागझरी,Inhabitant
Renapur,561090,Nandgaon,नांदगाव,Inhabitant
Renapur,561091,Niwada,निवाडा,Inhabitant
Renapur,561092,Pangri,पांगरी,Inhabitant
Renapur,561093,Pathwalwadi,पाथवालवाडी,Inhabitant
Renapur,561094,Patoda,पाटोदा,Inhabitant
Renapur,561095,Phandwadi,फांडवाडी,Inhabitant
Renapur,561096,Pipalgaon,पिंपळगाव,Inhabitant
Renapur,561097,Pohregaon,पोहरेगाव,Inhabitant
Renapur,561098,Rajeवाडी,राजेवाडी,Inhabitant
Renapur,561099,Ramegaon,रामेगाव,Inhabitant
Renapur,561100,Ramegaon b.,रामेगाव बु.,Inhabitant
Renapur,944221,Renapur,रेणापूर,Inhabitant
Renapur,561101,Rui,रुई,Inhabitant
Renapur,561102,Sallgara,साळगरा,Inhabitant
Renapur,561103,Samargavan,सामरगव्हान,Inhabitant
Renapur,561104,Sangvi,सांगवी,Inhabitant
Renapur,561105,Sansoli,सांसोळी,Inhabitant
Renapur,561106,Sarola,सारोळा,Inhabitant
Renapur,561107,Savareshwar,सावरेेश्वर,Inhabitant
Renapur,561108,Sawargaon,सावरगाव,Inhabitant
Renapur,561109,Scindala nav,शिंदाळानवा,Inhabitant
Renapur,561110,Scindala thot,शिंदाळाथोट,Inhabitant
Renapur,561111,Sevalal,सेवालाल,Inhabitant
Renapur,561112,Shera,शेरा,Inhabitant
Renapur,561113,Sindgaon,सिंदगाव,Inhabitant
Renapur,561114,Somnathpur,सोमनाथपूर,Inhabitant
Renapur,561115,Sonaवाडी,सोनावाडी,Inhabitant
Renapur,561116,Talegaon b.,तळेगाव बु.,Inhabitant
Renapur,561117,Talegaon kh.,तळेगाव खु.,Inhabitant
Renapur,561118,Tandulja,तांदुळजा,Inhabitant
Renapur,561119,Tandulwadi,तांदुळवाडी,Inhabitant
Renapur,561120,Tatapur,तातापूर,Inhabitant
Renapur,561121,Vanjarwadi,वांजर्वाडी,Inhabitant
Renapur,561122,Vaddawadi,वड्डावाडी,Inhabitant
Renapur,561123,Vagholi,वाघोली,Inhabitant
Renapur,561124,Vasangaon,वासणगाव,Inhabitant
Renapur,561125,Vithalwadi,विठ्ठलवाडी,Inhabitant
Renapur,561126,Wadi,वाडी,Inhabitant
Renapur,561127,Wagholi m.,वाघोली म.,Inhabitant
Renapur,561128,Waki,वाकी,Inhabitant
Renapur,561129,Yavali,यावली,Inhabitant
Renapur,561130,Yelis,येळीस,Inhabitant
Shirur Anantpal,560541,Shirnal,शिरनाळ,Inhabitant
Shirur Anantpal,560678,Achegaon,अचेगाव,Inhabitant
Shirur Anantpal,561131,Algapur,अळगापूर,Inhabitant
Shirur Anantpal,561132,Anandwadi,आनंदवाडी,Inhabitant
Shirur Anantpal,561133,Anandwadi b,आनंदवाडी बु,Inhabitant
Shirur Anantpal,561134,Anansvadi,आनंदवाडी,Inhabitant
Shirur Anantpal,561135,Atnoor,अतणूर,Inhabitant
Shirur Anantpal,561136,Bakliwadi,बाकलीवाडी,Inhabitant
Shirur Anantpal,561137,Bhavthanवाडी,भवथानवाडी,Inhabitant
Shirur Anantpal,561138,Bhojwadi,भोजवाडी,Inhabitant
Shirur Anantpal,561139,Bolarwadi,बोळारवाडी,Inhabitant
Shirur Anantpal,561140,Bori,बोरी,Inhabitant
Shirur Anantpal,561141,Borgaon,बोरगाव,Inhabitant
Shirur Anantpal,561142,Calavadi,चाळवाडी,Inhabitant
Shirur Anantpal,561143,Chavanवाडी,चव्हाणवाडी,Inhabitant
Shirur Anantpal,561144,Chikli,चिखली,Inhabitant
Shirur Anantpal,561145,Dabka,दाबका,Inhabitant
Shirur Anantpal,561146,Daithna,दैठणा,Inhabitant
Shirur Anantpal,561147,Danknal,दांकनाळ,Inhabitant
Shirur Anantpal,561148,Deonagarवाडी,देवनगरवाडी,Inhabitant
Shirur Anantpal,561149,Deowadi,देववाडी,Inhabitant
Shirur Anantpal,561150,Dhaga,धागा,Inhabitant
Shirur Anantpal,561151,Dhanegaon,धनेगाव,Inhabitant
Shirur Anantpal,561152,Dhavlewadi,धोवळेवाडी,Inhabitant
Shirur Anantpal,561153,Dongargaon,डोंगरगाव,Inhabitant
Shirur Anantpal,561154,Gaikwadवाडी,गायकवाडवाडी,Inhabitant
Shirur Anantpal,561155,Ganjankheda,गांजनखेडा,Inhabitant
Shirur Anantpal,561156,Girani,गिराणी,Inhabitant
Shirur Anantpal,561157,Gharani,घरणी,Inhabitant
Shirur Anantpal,561158,Gojegaon,गोजेगाव,Inhabitant
Shirur Anantpal,561159,Gurhal,गूर्हाळ,Inhabitant
Shirur Anantpal,561160,Hanmantwadi,हनमंतवाडी,Inhabitant
Shirur Anantpal,561161,Heera,हिरा,Inhabitant
Shirur Anantpal,561162,Hipperga,हिप्परगा,Inhabitant
Shirur Anantpal,561163,Holi,होळी,Inhabitant
Shirur Anantpal,561164,Honali,होनळी,Inhabitant
Shirur Anantpal,561165,Hanamantwadi,हनमंतवाडी,Inhabitant
Shirur Anantpal,561166,Isamalpur,इसमाळपूर,Inhabitant
Shirur Anantpal,561167,Janwal,जाणवळ,Inhabitant
Shirur Anantpal,561168,Jawali,जवळी,Inhabitant
Shirur Anantpal,561169,Kamalwadi,कमळवाडी,Inhabitant
Shirur Anantpal,561170,Kamroon nav,कमरूननवा,Inhabitant
Shirur Anantpal,561171,Kamroon thot,कमरूनथोट,Inhabitant
Shirur Anantpal,561172,Kari,कारी,Inhabitant
Shirur Anantpal,561173,Kasarkheda,कासारखेडा,Inhabitant
Shirur Anantpal,561174,Kati,काटी,Inhabitant
Shirur Anantpal,561175,Kawalgaon,कवळगाव,Inhabitant
Shirur Anantpal,561176,Kelewadi,केळेवाडी,Inhabitant
Shirur Anantpal,561177,Konali,कोनाळी,Inhabitant
Shirur Anantpal,561178,Lavanwadi,लवणवाडी,Inhabitant
Shirur Anantpal,561179,Laturwadi,लातूरवाडी,Inhabitant
Shirur Anantpal,561180,Marsangvi,मरसांगवी,Inhabitant
Shirur Anantpal,561181,Mhasalwadi,म्हासाळवाडी,Inhabitant
Shirur Anantpal,561182,Mohnal,मोहनळ,Inhabitant
Shirur Anantpal,561183,Nagral,नाग्राळ,Inhabitant
Shirur Anantpal,561184,Neknal,नेकनाळ,Inhabitant
Shirur Anantpal,561185,Pandhri,पांढरी,Inhabitant
Shirur Anantpal,561186,Pargaon,पारगाव,Inhabitant
Shirur Anantpal,561187,Patoda,पाटोदा,Inhabitant
Shirur Anantpal,561188,Patoda r,पाटोदा (रा), Inhabitant
Shirur Anantpal,561189,Ramegaon,रामेगाव,Inhabitant
Shirur Anantpal,561190,Rana,राणा,Inhabitant
Shirur Anantpal,561191,Rui,रुई,Inhabitant
Shirur Anantpal,561192,Sallgara,साळगरा,Inhabitant
Shirur Anantpal,561193,Sangvi,सांगवी,Inhabitant
Shirur Anantpal,561194,Savalasur,सावळसूर,Inhabitant
Shirur Anantpal,561195,Sawargaon,सावरगाव,Inhabitant
Shirur Anantpal,561196,Sayyadpur,सय्यदपूर,Inhabitant
Shirur Anantpal,561197,Shindala b,शिंदाळा बु.,Inhabitant
Shirur Anantpal,561198,Shindala kh,शिंदाळा खु.,Inhabitant
Shirur Anantpal,561199,Shirur a,शिरूर अनंतपाळ,Inhabitant
Shirur Anantpal,561200,Shivneri,शिवनेरी,Inhabitant
Shirur Anantpal,561201,Takalgaon,टाकळगाव,Inhabitant
Shirur Anantpal,561202,Takaral,टाकराळ,Inhabitant
Shirur Anantpal,561203,Talvegad,ताळवेगड,Inhabitant
Shirur Anantpal,561204,Tandulja,तांदुळजा,Inhabitant
Shirur Anantpal,561205,Tipral,तिप्राळ,Inhabitant
Shirur Anantpal,561206,Vaddawadi,वड्डावाडी,Inhabitant
Shirur Anantpal,561207,Vagdari,वागदरी,Inhabitant
Shirur Anantpal,561208,Valkhed,वळखेड,Inhabitant
Shirur Anantpal,561209,Valandi,वढवणी,Inhabitant
Shirur Anantpal,561210,Viajyanagar,विजयनगर,Inhabitant
Shirur Anantpal,561211,Vithalwadi,विठ्ठलवाडी,Inhabitant
Shirur Anantpal,561212,Waghnnal,वाघनाळ,Inhabitant
Shirur Anantpal,561213,Walndi wadi,वाळंदीवाडी,Inhabitant
Shirur Anantpal,561214,Yelnor,येलनूर,Inhabitant
Udgir,560554,Zari b,झरी बु.,Inhabitant
Udgir,560555,Atnoor,अतणूर,Inhabitant
Udgir,560557,Bhavthanवाडी,भवथानवाडी,Inhabitant
Udgir,560679,Ambanagar,अंबानगर,Inhabitant
Udgir,560680,Anandwadi,आनंदवाडी,Inhabitant
Udgir,560681,Bhojwadi,भोजवाडी,Inhabitant
Udgir,560685,Chikli,चिखली,Inhabitant
Udgir,560686,Danknal,दांकनाळ,Inhabitant
Udgir,560689,Dhanegaon,धनेगाव,Inhabitant
Udgir,560690,Dhavlewadi,धोवळेवाडी,Inhabitant
Udgir,560691,Dongargaon,डोंगरगाव,Inhabitant
Udgir,560692,Gaikwadवाडी,गायकवाडवाडी,Inhabitant
Udgir,560693,Girani,गिराणी,Inhabitant
Udgir,560695,Gurhal,गूर्हाळ,Inhabitant
Udgir,560696,Hanmantwadi,हनमंतवाडी,Inhabitant
Udgir,560697,Heera,हिरा,Inhabitant
Udgir,560698,Hipperga,हिप्परगा,Inhabitant
Udgir,560699,Honali,होनळी,Inhabitant
Udgir,560700,Isamalpur,इसमाळपूर,Inhabitant
Udgir,560701,Jawali,जवळी,Inhabitant
Udgir,560702,Kamalwadi,कमळवाडी,Inhabitant
Udgir,560703,Kamroon nav,कमरूननवा,Inhabitant
Udgir,560704,Kamroon thot,कमरूनथोट,Inhabitant
Udgir,560705,Kelewadi,केळेवाडी,Inhabitant
Udgir,560706,Konali,कोनाळी,Inhabitant
Udgir,560707,Lavanwadi,लवणवाडी,Inhabitant
Udgir,560708,Marsangvi,मरसांगवी,Inhabitant
Udgir,560709,Mhasalwadi,म्हासाळवाडी,Inhabitant
Udgir,560710,Nagral,नाग्राळ,Inhabitant
Udgir,560711,Neknal,नेकनाळ,Inhabitant
Udgir,560712,Pandhri,पांढरी,Inhabitant
Udgir,560713,Sallgara,साळगरा,Inhabitant
Udgir,560714,Sangvi,सांगवी,Inhabitant
Udgir,560715,Savalasur,सावळसूर,Inhabitant
Udgir,560716,Sayyadpur,सय्यदपूर,Inhabitant
Udgir,560717,Shindala b,शिंदाळा बु.,Inhabitant
Udgir,560718,Shindala kh,शिंदाळा खु.,Inhabitant
Udgir,560719,Shivneri,शिवनेरी,Inhabitant
Udgir,560720,Takaral,टाकराळ,Inhabitant
Udgir,560721,Talvegad,ताळवेगड,Inhabitant
Udgir,560722,Tandulja,तांदुळजा,Inhabitant
Udgir,560723,Vaddawadi,वड्डावाडी,Inhabitant
Udgir,560724,Vagdari,वागदरी,Inhabitant
Udgir,560725,Valkhed,वळखედ,Inhabitant
Udgir,560726,Valandi,वढवणी,Inhabitant
Udgir,560727,Viajyanagar,विजयनगर,Inhabitant
Udgir,560728,Vithalwadi,विठ्ठलवाडी,Inhabitant
Udgir,560729,Waghnnal,वाघनाळ,Inhabitant
Udgir,560730,Walndi wadi,वाळंदीवाडी,Inhabitant
Udgir,561215,Achegaon b,अचेगाव बु,Inhabitant
Udgir,561216,Achegaon kh,अचेगाव खु,Inhabitant
Udgir,561217,Algapur,अळगापूर,Inhabitant
Udgir,561218,Amti b,आमती बु.,Inhabitant
Udgir,561219,Amti kh,आमती खु.,Inhabitant
Udgir,561220,AnandNavadi,आनंदवाडी,Inhabitant
Udgir,561221,Arasnnal,अरासनाळ,Inhabitant
Udgir,561222,Awalkonda,अवळकोंडा,Inhabitant
Udgir,561223,Balkhed,बाळखेड,Inhabitant
Udgir,561224,Bambol,बंबोळ,Inhabitant
Udgir,561225,Banegaon,बाणेगाव,Inhabitant
Udgir,561226,Bhakaskheda,भाकसखेडा,Inhabitant
Udgir,561227,Bhesadarwadi,भेसदारवाडी,Inhabitant
Udgir,561228,Borgaon,बोरगाव,Inhabitant
Udgir,561229,Bormalwadi,बोरमाळवाडी,Inhabitant
Udgir,561230,Borol,बोरोळ,Inhabitant
Udgir,561231,Chalkha,चाळका,Inhabitant
Udgir,561232,Chamtnal,चामतनाळ,Inhabitant
Udgir,561233,Chandegaon,चांदेगाव,Inhabitant
Udgir,561234,Chincholi,चिंचोली,Inhabitant
Udgir,561235,Dahifalkhed,दहीफळखेडी,Inhabitant
Udgir,561236,Deowadi,देववाडी,Inhabitant
Udgir,561237,Dhaga,धागा,Inhabitant
Udgir,561238,Dhoki,ढोकी,Inhabitant
Udgir,561239,Digol,दिघोळ,Inhabitant
Udgir,561240,Dongraj,डोंगराज,Inhabitant
Udgir,561241,Ekamba,एकंबा,Inhabitant
Udgir,561242,Eklara,एकलारा,Inhabitant
Udgir,561243,Gadhada,गाढवडा,Inhabitant
Udgir,561244,Ganjankheda,गांजनखेडा,Inhabitant
Udgir,561245,Ganesh Wadi,गणेशवाडी,Inhabitant
Udgir,561246,Gavhan,गव्हाण,Inhabitant
Udgir,561247,Ghorwadi,घोरवाडी,Inhabitant
Udgir,561248,Gondri,गोंद्री,Inhabitant
Udgir,561249,Goodemala,गुडेमाळा,Inhabitant
Udgir,561250,Gorewadi,गोरेवाडी,Inhabitant
Udgir,561251,Gurdhall,गुर्डाळ,Inhabitant
Udgir,561252,Haknakwadi,हाकनाकवाडी,Inhabitant
Udgir,561253,Hallali,हल्लाळी,Inhabitant
Udgir,561254,Hatkarwadi,हटकरवाडी,Inhabitant
Udgir,561255,Hipperga,हिप्परगा,Inhabitant
Udgir,561256,Holi,होळी,Inhabitant
Udgir,561257,Hulkhed,हुळखेड,Inhabitant
